query,len,len_bucket,wws_urls
peters gluten free icecream,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=peters%20gluten%20free%20icecream
dine cat food turkey,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=dine%20cat%20food%20turkey
carman bar aussie oats,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=carman%20bar%20aussie%20oats
l creamy chicken soup,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=l%20creamy%20chicken%20soup
rimmel brow this way,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=rimmel%20brow%20this%20way
lavazza oro coffee beans,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=lavazza%20oro%20coffee%20beans
butter chicken simmer sauce,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=butter%20chicken%20simmer%20sauce
coles beef mince regular star,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20beef%20mince%20regular%20star
ayam premium light coconut milk,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=ayam%20premium%20light%20coconut%20milk
toni guy leave in,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=toni%20guy%20leave%20in
white wings cake in cup,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=white%20wings%20cake%20in%20cup
sugar free butter candy,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=sugar%20free%20butter%20candy
birds eye stir fry supreme,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=birds%20eye%20stir%20fry%20supreme
free range eggs extra,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=free%20range%20eggs%20extra
pack variety yog,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=pack%20variety%20yog
herbal essences bio renew white grapefruit,6,3,https://www.woolworths.com.au/shop/search/products?searchTerm=herbal%20essences%20bio%20renew%20white%20grapefruit
my dog food cans,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=my%20dog%20food%20cans
heat and eat beef lasagne,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=heat%20and%20eat%20beef%20lasagne
blackmores executive stress b,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=blackmores%20executive%20stress%20b
command picture hanging strips,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=command%20picture%20hanging%20strips
uncle tobys iron cereal,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=uncle%20tobys%20iron%20cereal
betadine sor throat gargle,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=betadine%20sor%20throat%20gargle
pauls double thick custard,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=pauls%20double%20thick%20custard
corn and rice cakes,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=corn%20and%20rice%20cakes
multix non stick baking paper,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=multix%20non%20stick%20baking%20paper
coles southern blue whiting,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20southern%20blue%20whiting
full milk coles l,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=full%20milk%20coles%20l
s reduced baked beans,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=s%20reduced%20baked%20beans
spinach and ricotta frozen,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=spinach%20and%20ricotta%20frozen
crest australia new zealand travel adaptor,7,3,https://www.woolworths.com.au/shop/search/products?searchTerm=crest%20australia%20new%20zealand%20travel%20adaptor
fresh barramundi birds eye,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=fresh%20barramundi%20birds%20eye
coles rspca approved chicken wings,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20rspca%20approved%20chicken%20wings
ultimate choc chip cookies,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=ultimate%20choc%20chip%20cookies
smith crinkle cut cheese,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=smith%20crinkle%20cut%20cheese
john west red sal,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=john%20west%20red%20sal
air wick pure cherry,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=air%20wick%20pure%20cherry
belvita soft bake bites,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=belvita%20soft%20bake%20bites
coles aloe vera bath,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20aloe%20vera%20bath
birds eye frozen cauli,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=birds%20eye%20frozen%20cauli
cadbury marvellous birthday cake,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=cadbury%20marvellous%20birthday%20cake
tip top the one toast,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=tip%20top%20the%20one%20toast
pauls low fat choc,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=pauls%20low%20fat%20choc
choice dish washing liquid,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=choice%20dish%20washing%20liquid
anti bacterial washing machine cleaner,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=anti%20bacterial%20washing%20machine%20cleaner
up and go gluten,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=up%20and%20go%20gluten
mccain chips steak cut,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=mccain%20chips%20steak%20cut
lee kum kee chiu chow chilli oil,7,3,https://www.woolworths.com.au/shop/search/products?searchTerm=lee%20kum%20kee%20chiu%20chow%20chilli%20oil
riverview farms pork roast,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=riverview%20farms%20pork%20roast
double unfilled sponge cakes,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=double%20unfilled%20sponge%20cakes
olive oil cobram classix,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=olive%20oil%20cobram%20classix
timtam dark chocolate biscuits,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=timtam%20dark%20chocolate%20biscuits
tin tuna in oil,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=tin%20tuna%20in%20oil
four twenty traveller pie,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=four%20twenty%20traveller%20pie
mccain frozen traditional roast potatoes g,6,3,https://www.woolworths.com.au/shop/search/products?searchTerm=mccain%20frozen%20traditional%20roast%20potatoes%20g
alfredo garlic and herb,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=alfredo%20garlic%20and%20herb
chipotle peppers in adobo sauce,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=chipotle%20peppers%20in%20adobo%20sauce
coles vegetable soup starter,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20vegetable%20soup%20starter
old el paso taco spice,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=old%20el%20paso%20taco%20spice
gluten free pasta and sauce,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=gluten%20free%20pasta%20and%20sauce
peanut nut bars pack,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=peanut%20nut%20bars%20pack
liddels lactose free milk,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=liddels%20lactose%20free%20milk
earth choice dish wash,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=earth%20choice%20dish%20wash
old gold dark chocolate g,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=old%20gold%20dark%20chocolate%20g
pine cleen laundry sanitiser,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=pine%20cleen%20laundry%20sanitiser
italian tomato pasta sauce,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=italian%20tomato%20pasta%20sauce
pink and white lollies,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=pink%20and%20white%20lollies
coles stone baked pizza,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20stone%20baked%20pizza
herb and garlic crumb,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=herb%20and%20garlic%20crumb
old el paso spi,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=old%20el%20paso%20spi
huggies ultra dry nappy,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=huggies%20ultra%20dry%20nappy
coles chicken and rice,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20chicken%20and%20rice
old el paso taco spice mix,6,3,https://www.woolworths.com.au/shop/search/products?searchTerm=old%20el%20paso%20taco%20spice%20mix
milk long life l,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=milk%20long%20life%20l
raisin toasti pbbby,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=raisin%20toasti%20pbbby
edgell four bean mix,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=edgell%20four%20bean%20mix
coles sliced chicken breast,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20sliced%20chicken%20breast
coles irresistible ice creams,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20irresistible%20ice%20creams
massell chicken stock powder,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=massell%20chicken%20stock%20powder
coles sauce tomato ketchup,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20sauce%20tomato%20ketchup
cook and dine pasta,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=cook%20and%20dine%20pasta
double walled bottle l,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=double%20walled%20bottle%20l
plant based ice cream,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=plant%20based%20ice%20cream
heinz no added sugar,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=heinz%20no%20added%20sugar
twinings english extra strong,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=twinings%20english%20extra%20strong
where the easter bunny,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=where%20the%20easter%20bunny
coles frozen cottage pies,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20frozen%20cottage%20pies
passage to asia pad thai,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=passage%20to%20asia%20pad%20thai
mini vanilla ice cream,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=mini%20vanilla%20ice%20cream
soy honey garlic marinade,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=soy%20honey%20garlic%20marinade
coles no added sugar choc,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20no%20added%20sugar%20choc
helga is gluten free bread,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=helga%20is%20gluten%20free%20bread
birds eye froze peas,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=birds%20eye%20froze%20peas
smiths fun mix chips,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=smiths%20fun%20mix%20chips
on the menu bbq,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=on%20the%20menu%20bbq
frozen chicken crumbed tenders,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=frozen%20chicken%20crumbed%20tenders
bread crumbs gluten free,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=bread%20crumbs%20gluten%20free
herb and garlic sausages,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=herb%20and%20garlic%20sausages
condensed vegetables beef soup,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=condensed%20vegetables%20beef%20soup
lee kum kee stir fry,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=lee%20kum%20kee%20stir%20fry
almond milk long life,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=almond%20milk%20long%20life
ajax eco coconut and lime,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=ajax%20eco%20coconut%20and%20lime
juice orange and mango,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=juice%20orange%20and%20mango
rspca herb and garlic chicken breast,6,3,https://www.woolworths.com.au/shop/search/products?searchTerm=rspca%20herb%20and%20garlic%20chicken%20breast
oates extra wide multi purpose bucket,6,3,https://www.woolworths.com.au/shop/search/products?searchTerm=oates%20extra%20wide%20multi%20purpose%20bucket
heinz pureed apple oatmeal months,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=heinz%20pureed%20apple%20oatmeal%20months
red rock deli honey soy chicken,6,3,https://www.woolworths.com.au/shop/search/products?searchTerm=red%20rock%20deli%20honey%20soy%20chicken
arnotts chocolate chip cookies,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=arnotts%20chocolate%20chip%20cookies
cook and dine bowls,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=cook%20and%20dine%20bowls
almond milk ice cream,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=almond%20milk%20ice%20cream
uncle tobys ancient grain oats,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=uncle%20tobys%20ancient%20grain%20oats
the british sausage co,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=the%20british%20sausage%20co
thai basil lime coconut,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=thai%20basil%20lime%20coconut
kleenex facial tissues large silky,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=kleenex%20facial%20tissues%20large%20silky
ice cream cone coles,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=ice%20cream%20cone%20coles
red rock deli chicken,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=red%20rock%20deli%20chicken
colgate total charcoal deep clean multi benefit toothpaste,8,3,https://www.woolworths.com.au/shop/search/products?searchTerm=colgate%20total%20charcoal%20deep%20clean%20multi%20benefit%20toothpaste
baby formula nan compert,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=baby%20formula%20nan%20compert
blue ribbon classic chocolate,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=blue%20ribbon%20classic%20chocolate
almond and orange chocolate,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=almond%20and%20orange%20chocolate
free range chicken breast fillet,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=free%20range%20chicken%20breast%20fillet
chicken thigh skin off,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=chicken%20thigh%20skin%20off
mccain frozen healthy choice stra,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=mccain%20frozen%20healthy%20choice%20stra
pre wash stain remover,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=pre%20wash%20stain%20remover
oreo creme biscuits family,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=oreo%20creme%20biscuits%20family
decor match ups basic,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=decor%20match%20ups%20basic
aa pyrex cup too small,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=aa%20pyrex%20cup%20too%20small
scoop weigh soy crisps,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=scoop%20weigh%20soy%20crisps
rat and mice b,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=rat%20and%20mice%20b
natures way choc balls,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=natures%20way%20choc%20balls
nivea sensitive shave gel,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=nivea%20sensitive%20shave%20gel
nexba kombucha apple pear,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=nexba%20kombucha%20apple%20pear
special for this week,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=special%20for%20this%20week
golden circle apple mango,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=golden%20circle%20apple%20mango
orange power air freshener,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=orange%20power%20air%20freshener
red curry duck legs,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=red%20curry%20duck%20legs
nudie pulp orange juice,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=nudie%20pulp%20orange%20juice
coles dog food roll,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20dog%20food%20roll
white chocolate baking chips,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=white%20chocolate%20baking%20chips
uncle bens mexican style rice,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=uncle%20bens%20mexican%20style%20rice
heinz canned baked beans english,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=heinz%20canned%20baked%20beans%20english
coles kitchen tidy white ba,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20kitchen%20tidy%20white%20ba
double length toilet roll,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=double%20length%20toilet%20roll
peters light creamy ice cream,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=peters%20light%20creamy%20ice%20cream
hikari white miso paste,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=hikari%20white%20miso%20paste
worm treatment for dogs,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=worm%20treatment%20for%20dogs
new york strip steak,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=new%20york%20strip%20steak
cubs diaper size,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=cubs%20diaper%20size
chicken stock salt reduce,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=chicken%20stock%20salt%20reduce
real salt reduced vegetable stock,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=real%20salt%20reduced%20vegetable%20stock
pine cleen washing machine cleaner,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=pine%20cleen%20washing%20machine%20cleaner
mince pork beef,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=mince%20pork%20beef
nut bar nice and natural,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=nut%20bar%20nice%20and%20natural
birds eye stir fry shanghai,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=birds%20eye%20stir%20fry%20shanghai
red kellys dressing,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=red%20kellys%20dressing
uncle tobys big bowl,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=uncle%20tobys%20big%20bowl
coles bread butter sliced pickle,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20bread%20butter%20sliced%20pickle
glass jars cook and dine,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=glass%20jars%20cook%20and%20dine
sunrice medium grain white rice,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=sunrice%20medium%20grain%20white%20rice
cobram extra virgin olive oil light,6,3,https://www.woolworths.com.au/shop/search/products?searchTerm=cobram%20extra%20virgin%20olive%20oil%20light
frank red hot original,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=frank%20red%20hot%20original
scoop and weigh apricot,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=scoop%20and%20weigh%20apricot
olay night cream provital,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=olay%20night%20cream%20provital
continental cup of soups,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=continental%20cup%20of%20soups
dettol hand wash foam,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=dettol%20hand%20wash%20foam
nice and natural fruit frogs,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=nice%20and%20natural%20fruit%20frogs
lo carb protein bars,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=lo%20carb%20protein%20bars
dog food dry food,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=dog%20food%20dry%20food
full cream milk devondale,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=full%20cream%20milk%20devondale
comfort vanilla orchid softener,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=comfort%20vanilla%20orchid%20softener
birds eye snap frozen baby beans,6,3,https://www.woolworths.com.au/shop/search/products?searchTerm=birds%20eye%20snap%20frozen%20baby%20beans
coles light globe led gls lumen bc,7,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20light%20globe%20led%20gls%20lumen%20bc
birds eye frozen mix,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=birds%20eye%20frozen%20mix
british english pork sausages,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=british%20english%20pork%20sausages
brown rice uncle bens,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=brown%20rice%20uncle%20bens
abe bagels natural bagels pack,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=abe%20bagels%20natural%20bagels%20pack
farmer union iced coffee,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=farmer%20union%20iced%20coffee
fancy feast dry food,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=fancy%20feast%20dry%20food
golden circle juice multipack,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=golden%20circle%20juice%20multipack
ice cream chocolate chip,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=ice%20cream%20chocolate%20chip
always fresh cheese crackers,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=always%20fresh%20cheese%20crackers
flav milk harvey fresh,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=flav%20milk%20harvey%20fresh
coles banana ice creams,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20banana%20ice%20creams
double smoked sliced ham,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=double%20smoked%20sliced%20ham
praise honey and dijon,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=praise%20honey%20and%20dijon
steggles tempura chicken pops,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=steggles%20tempura%20chicken%20pops
lemon and lime sparkling,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=lemon%20and%20lime%20sparkling
chocolate medium party share,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=chocolate%20medium%20party%20share
up go no added,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=up%20go%20no%20added
peters ice cream tubs,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=peters%20ice%20cream%20tubs
nestle chocolate bits dark,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=nestle%20chocolate%20bits%20dark
massel beef stock powder,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=massel%20beef%20stock%20powder
black swan corn relish dip,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=black%20swan%20corn%20relish%20dip
pack soft drinks,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=pack%20soft%20drinks
ben and jerrys non,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=ben%20and%20jerrys%20non
stone bake pane di casa,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=stone%20bake%20pane%20di%20casa
creamy chicken pot pie,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=creamy%20chicken%20pot%20pie
john west salmon smoked,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=john%20west%20salmon%20smoked
tuna john west pack,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=tuna%20john%20west%20pack
low gi white rice,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=low%20gi%20white%20rice
cat food beef and liver,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=cat%20food%20beef%20and%20liver
coles wrapped camembert cheese,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20wrapped%20camembert%20cheese
finish in lemon lime dishwasher freshener,6,3,https://www.woolworths.com.au/shop/search/products?searchTerm=finish%20in%20lemon%20lime%20dishwasher%20freshener
schwarzkopf nordic blonde toner,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=schwarzkopf%20nordic%20blonde%20toner
peas carrots and corn,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=peas%20carrots%20and%20corn
coles milk cooking chocolate,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20milk%20cooking%20chocolate
joint restore triple action,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=joint%20restore%20triple%20action
meat free chicken tenders sweet chilli,6,3,https://www.woolworths.com.au/shop/search/products?searchTerm=meat%20free%20chicken%20tenders%20sweet%20chilli
cheese and bacon bun,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=cheese%20and%20bacon%20bun
coles snap lock bag,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20snap%20lock%20bag
coles bakery sandwich bread,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20bakery%20sandwich%20bread
banana ice cream s,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=banana%20ice%20cream%20s
colgate deep clean toothpaste,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=colgate%20deep%20clean%20toothpaste
beef and bacon pasta,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=beef%20and%20bacon%20pasta
coles gluten free five seeds rol,6,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20gluten%20free%20five%20seeds%20rol
coles mexican style tuna,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20mexican%20style%20tuna
grain free cat food salmon,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=grain%20free%20cat%20food%20salmon
you are receiving this list because coles app user has chosen to share it with you products yet to be purchased from coles warriewood fresh produce coles baby broccoli bunch coles baby rocket prepacked x coles baby spinach pre,39,3,https://www.woolworths.com.au/shop/search/products?searchTerm=you%20are%20receiving%20this%20list%20because%20coles%20app%20user%20has%20chosen%20to%20share%20it%20with%20you%20products%20yet%20to%20be%20purchased%20from%20coles%20warriewood%20fresh%20produce%20coles%20baby%20broccoli%20bunch%20coles%20baby%20rocket%20prepacked%20x%20coles%20baby%20spinach%20pre
banana boat dry balance,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=banana%20boat%20dry%20balance
v energy drink sugar free pack,6,3,https://www.woolworths.com.au/shop/search/products?searchTerm=v%20energy%20drink%20sugar%20free%20pack
coles instant coffee powder,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20instant%20coffee%20powder
arnotts vita brit crackers,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=arnotts%20vita%20brit%20crackers
dinner for and,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=dinner%20for%20and
coles zip lock bags,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20zip%20lock%20bags
natural yoghurt dairy free,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=natural%20yoghurt%20dairy%20free
kids shampoo and body wash,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=kids%20shampoo%20and%20body%20wash
head shoulders in,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=head%20shoulders%20in
b finest apricot hazelnut crackers,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=b%20finest%20apricot%20hazelnut%20crackers
coles gluten free noodles,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20gluten%20free%20noodles
men shampoo and cond,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=men%20shampoo%20and%20cond
sanitarium natural peanut butter,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=sanitarium%20natural%20peanut%20butter
coles frozen stir fry,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20frozen%20stir%20fry
spinach and ricotta tort,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=spinach%20and%20ricotta%20tort
sara lee french vanilla ice cream,6,3,https://www.woolworths.com.au/shop/search/products?searchTerm=sara%20lee%20french%20vanilla%20ice%20cream
aussie bodies protein x,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=aussie%20bodies%20protein%20x
coles whole black olives,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=coles%20whole%20black%20olives
green valley natural yogurt,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=green%20valley%20natural%20yogurt
mens roll on deo,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=mens%20roll%20on%20deo
greek style yoghurt with passionfruit,5,3,https://www.woolworths.com.au/shop/search/products?searchTerm=greek%20style%20yoghurt%20with%20passionfruit
soy sauce reduced sa,4,3,https://www.woolworths.com.au/shop/search/products?searchTerm=soy%20sauce%20reduced%20sa
